AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed
25.0,0.94,1,0.0
195.97,0.75,1,0.058
39.63,2.82,1,0.419
179.67,1.59,1,0.039
15.27,14.86,4,0.105
56.79,3.05,2,0.412
153.42,2.16,1,0.061
28.07,11.94,3,0.1
67.28,3.96,1,0.342
35.29,11.74,2,0.085
35.66,2.45,2,0.258
52.48,14.93,1,0.097
31.94,13.72,4,0.088
19.7,3.21,2,0.385
173.13,0.53,1,0.067
37.88,1.04,1,0.027
35.73,11.57,3,0.128
38.63,11.27,4,0.048
29.73,4.04,2,0.316
34.31,0.56,1,0.0
43.24,14.34,4,0.119
55.86,3.36,2,0.366
230.07,1.5,2,0.043
204.5,1.77,3,0.051
37.73,2.87,1,0.433
33.24,0.77,1,0.016
33.11,17.16,5,0.091
43.56,3.7,3,0.266
29.43,12.99,2,0.141
21.63,0.63,1,0.0
54.8,1.78,3,0.511
43.99,3.67,2,0.513
52.02,2.2,2,0.137
210.3,3.42,2,0.037
42.84,10.03,3,0.105
61.43,2.46,2,0.269
50.46,3.7,1,0.351
170.55,2.68,3,0.058
229.91,3.16,3,0.043
36.44,12.57,3,0.118
48.11,2.51,1,0.376
169.81,2.23,2,0.021
23.48,0.23,2,0.027
24.86,13.11,4,0.117
53.67,3.5,3,0.401
30.2,1.65,1,0.001
24.06,0.61,2,0.02
34.11,2.31,2,0.333
40.03,3.11,1,0.318
28.94,2.06,1,0.021
202.44,2.89,2,0.059
161.07,2.64,3,0.106
40.43,1.09,2,0.248
31.79,8.39,3,0.102
23.91,11.28,2,0.032
27.86,1.83,1,0.032
37.52,10.65,2,0.042
32.29,11.8,4,0.079
30.08,1.12,1,0.043
27.84,1.29,1,0.032
47.74,2.74,1,0.357
185.28,2.53,1,0.068
28.54,1.21,1,0.021
32.11,10.73,3,0.063
43.31,9.76,2,0.089
26.98,4.25,1,0.182
28.25,1.03,1,0.016
26.12,12.47,4,0.12
25.09,11.72,3,0.158
41.84,11.49,3,0.136
24.91,1.56,1,0.041
204.65,1.65,2,0.077
35.98,5.25,3,0.173
43.38,10.31,4,0.138
185.73,1.88,2,0.06
50.9,3.14,2,0.275
34.4,2.31,2,0.282
57.01,2.22,3,0.449
127.36,1.17,3,0.118
33.47,3.97,1,0.349
28.77,14.74,3,0.068
16.81,1.5,1,0.043
40.69,13.75,3,0.043
152.48,2.11,1,0.045
198.72,2.23,2,0.006
30.59,0.4,1,0.036
22.01,1.0,1,0.032
45.6,2.47,2,0.437
31.36,12.91,3,0.117
199.04,1.3,1,0.03
209.14,2.6,2,0.044
37.68,12.97,3,0.095
211.23,1.11,2,0.028
47.4,16.38,2,0.123
208.23,1.41,2,0.015
45.16,3.44,2,0.295
52.88,3.66,1,0.335
32.52,3.32,2,0.346
190.47,1.83,2,0.05
18.59,1.01,1,0.024
29.59,9.67,3,0.133
24.56,3.38,3,0.241
25.73,17.35,3,0.102
22.58,11.09,2,0.078
43.17,4.16,2,0.415
30.82,1.67,1,0.013
179.92,1.95,1,0.056
176.51,2.63,1,0.019
48.46,3.14,1,0.423
52.93,3.56,1,0.401
21.88,0.97,1,0.019
51.65,2.17,2,0.331
37.6,13.52,2,0.105
224.61,1.51,2,0.033
34.84,11.97,3,0.049
44.57,11.56,4,0.134
39.71,3.37,2,0.386
222.46,1.35,2,0.026
38.84,10.34,3,0.079
55.13,2.4,2,0.411
35.98,13.89,4,0.099
29.28,13.59,4,0.018
45.83,13.4,2,0.077
40.47,2.58,2,0.376
21.88,4.34,2,0.236
21.7,1.5,1,0.004
51.5,1.19,3,0.341
167.94,1.92,3,0.043
35.69,11.68,3,0.077
165.26,1.97,2,0.055
144.95,1.47,2,0.097
25.68,18.06,3,0.1
65.71,3.83,2,0.377
44.75,10.35,3,0.157
34.86,13.26,2,0.069
33.74,11.8,2,0.089
35.25,2.43,2,0.371
33.96,2.72,3,0.382
24.34,1.43,2,0.029
43.75,17.11,4,0.123
192.22,3.05,1,0.101
180.31,1.96,2,0.08
38.83,10.21,2,0.104
164.89,1.65,3,0.106
38.28,13.86,2,0.105
43.19,15.49,4,0.165
192.49,1.5,3,0.0
38.17,8.87,4,0.074
26.95,1.17,1,0.022
51.12,3.21,2,0.366
53.05,3.1,2,0.403
208.71,2.27,1,0.087
24.54,11.93,4,0.127
33.13,1.59,2,0.388
28.96,9.02,4,0.077
216.78,2.84,1,0.057
25.38,14.67,3,0.035
39.54,3.35,2,0.424
40.68,3.18,2,0.391
53.03,2.92,2,0.461
27.55,14.29,4,0.147
19.07,0.37,1,0.047
27.71,1.0,1,0.013
208.93,2.8,2,0.058
181.59,2.75,3,0.042
236.86,2.57,3,0.081
33.34,11.2,2,0.151
239.62,2.26,1,0.069
40.75,13.43,4,0.021
42.82,12.97,2,0.049
29.55,1.12,1,0.019
37.77,12.64,4,0.089
30.03,11.79,4,0.086
44.95,11.51,3,0.132
32.26,10.22,4,0.096
44.55,3.51,1,0.33
27.04,10.67,2,0.08
40.67,4.52,2,0.407
26.72,1.17,1,0.023
24.04,1.97,1,0.039
40.08,2.75,1,0.239
29.49,1.33,1,0.016
51.18,3.64,2,0.286
45.35,3.77,1,0.586
57.53,2.39,1,0.336
36.3,14.32,3,0.118
28.39,10.8,2,0.067
48.12,3.38,1,0.484
47.27,2.77,2,0.415
33.0,2.56,2,0.382
27.85,12.5,2,0.033
178.81,1.83,1,0.065
22.74,3.28,2,0.329
52.97,2.71,2,0.498
36.5,13.4,5,0.071
135.18,1.03,2,0.07
39.21,15.0,2,0.142
235.33,2.56,1,0.039
39.28,2.57,2,0.426
35.69,5.31,2,0.145
30.19,12.42,3,0.058
222.8,1.76,2,0.017
33.41,1.62,2,0.307
42.58,0.57,1,0.0
24.65,9.36,2,0.017
52.62,14.49,3,0.059
29.72,1.37,1,0.053
207.19,1.25,1,0.043
35.62,12.81,3,0.077
192.51,1.52,2,0.029
26.41,0.95,1,0.003
27.36,12.57,3,0.095
65.47,1.91,2,0.363
38.54,15.92,2,0.104
29.16,3.88,2,0.286
53.69,16.27,2,0.18
34.13,9.63,3,0.062
27.85,1.16,1,0.042
231.92,1.11,3,0.037
143.31,1.56,3,0.036
29.76,1.57,1,0.003
43.68,2.8,2,0.412
55.46,2.66,2,0.35
34.77,14.1,3,0.081
20.15,1.05,1,0.044
36.38,9.84,2,0.122
31.39,9.75,4,0.07
23.88,0.54,1,0.038
47.21,3.72,2,0.153
34.68,9.27,3,0.024
232.1,2.21,1,0.016
37.09,3.08,2,0.415
36.89,1.24,1,0.027
34.52,1.04,1,0.026
24.76,3.98,2,0.117
39.82,1.13,1,0.039
9.88,1.04,1,0.03
237.41,2.79,2,0.0
44.96,3.2,2,0.308
218.88,1.75,2,0.11
21.13,12.72,3,0.075
21.28,0.82,1,0.033
74.6,3.85,2,0.446
46.29,13.9,4,0.103
36.1,11.51,2,0.115
192.59,1.99,2,0.042
26.82,9.3,3,0.058
52.56,2.56,2,0.283
214.99,1.61,1,0.087
48.67,15.0,5,0.109
33.34,1.7,2,0.415
30.5,3.12,1,0.322
222.17,1.66,2,0.096
35.17,3.1,3,0.446
17.46,0.2,2,0.004
31.0,14.21,2,0.04
26.04,12.01,2,0.008
211.24,2.0,2,0.078
39.14,2.39,2,0.367
34.48,11.3,2,0.147
138.01,1.66,2,0.0
33.4,7.99,3,0.127
56.87,3.65,2,0.28
205.08,1.28,2,0.001
32.22,10.96,3,0.076
46.89,1.78,3,0.212
41.92,10.25,1,0.048
15.57,1.18,2,0.012
45.85,2.42,2,0.308
243.72,1.07,3,0.068
28.8,2.44,2,0.411
197.3,1.86,2,0.036
43.99,1.72,1,0.28
37.61,14.46,4,0.066
219.05,2.5,2,0.03
47.81,2.67,2,0.355
25.01,11.02,3,0.087
53.05,1.92,1,0.339
166.78,3.24,2,0.01
28.42,12.66,3,0.101
21.39,11.67,2,0.104
34.2,13.82,3,0.068
186.87,2.24,3,0.016
17.36,1.14,1,0.003
25.96,17.67,3,0.034
33.74,2.75,2,0.407
139.88,3.15,3,0.057
212.91,1.37,3,0.041
276.13,1.83,1,0.032
29.99,15.14,2,0.112
35.19,9.25,5,0.115
23.19,0.86,1,0.023
28.47,1.53,1,0.019
149.0,2.15,2,0.08
36.51,4.03,2,0.415
205.16,1.78,1,0.052
21.53,0.28,1,0.015
41.75,12.46,3,0.143
47.39,2.91,2,0.454
47.84,8.05,3,0.03
19.48,12.73,3,0.086
27.58,9.15,3,0.168
24.35,1.42,1,0.011
177.13,1.99,2,0.019
23.41,8.84,3,0.154
29.19,13.3,4,0.033
53.94,13.95,3,0.098
18.72,0.9,1,0.01
218.73,1.98,3,0.033
37.63,10.82,4,0.101
56.32,1.71,3,0.274
153.78,1.98,2,0.017
219.57,2.14,1,0.027
52.95,3.13,1,0.207
30.44,14.09,4,0.17
174.51,1.62,1,0.077
233.85,2.14,3,0.123
178.83,1.74,2,0.028
51.37,2.24,2,0.265
21.15,16.83,2,0.118
206.78,1.6,2,0.036
225.91,1.81,2,0.074
26.29,12.44,3,0.09
47.24,5.05,2,0.234
39.72,11.72,4,0.181
26.93,1.5,1,0.0
43.36,2.0,2,0.433
21.3,1.79,1,0.056
40.86,3.45,3,0.267
19.04,1.75,1,0.013
29.88,3.94,2,0.537
171.51,2.53,2,0.015
33.52,9.88,2,0.026
22.65,8.51,2,0.014
193.17,2.42,1,0.062
37.54,1.73,1,0.02
66.85,2.85,2,0.358
34.53,15.95,3,0.1
42.99,2.63,2,0.444
38.56,11.55,4,0.056
32.09,0.2,1,0.024
162.14,0.46,2,0.046
18.03,14.25,3,0.105
50.76,3.42,2,0.314
51.24,15.34,3,0.128
38.65,13.15,2,0.121
59.08,2.1,2,0.304
66.69,3.96,2,0.225
36.58,11.9,2,0.093
114.64,2.11,2,0.038
43.39,1.64,1,0.031
186.86,2.1,1,0.0
46.72,3.59,2,0.25
254.19,2.6,2,0.098
202.8,1.34,2,0.081
208.29,2.59,2,0.068
194.11,2.06,2,0.059
23.31,0.88,1,0.0
38.75,18.13,4,0.119
196.21,1.73,2,0.06
222.79,2.73,2,0.052
222.39,1.03,3,0.049
38.61,2.74,1,0.311
211.34,2.43,2,0.054
173.3,2.79,1,0.028
41.35,2.41,2,0.356
29.11,7.29,2,0.152
43.21,13.42,3,0.029
230.92,2.34,2,0.076
153.66,1.12,3,0.026
61.25,2.94,2,0.302
28.42,10.69,1,0.156
29.56,1.38,1,0.037
45.01,8.22,3,0.114
246.12,1.2,1,0.054
43.9,3.75,2,0.369
39.51,8.84,4,0.09
192.21,1.98,1,0.04
50.91,2.69,2,0.359
31.07,10.81,4,0.105
49.54,1.41,2,0.232
196.49,1.94,1,0.057
23.59,16.13,2,0.061
37.33,17.22,3,0.063
23.44,0.54,1,0.052
19.99,1.31,1,0.029
190.59,1.71,2,0.039
28.11,1.02,2,0.019
194.88,0.2,2,0.071
35.59,3.81,2,0.331
37.39,4.07,2,0.346
155.42,2.09,1,0.082
222.71,2.02,4,0.015
39.07,12.28,2,0.156
30.48,1.19,1,0.063
44.5,3.23,2,0.289
21.04,1.75,1,0.019
33.34,13.24,4,0.044
32.27,11.23,2,0.088
21.37,0.65,2,0.033
36.24,2.38,2,0.293
206.1,0.75,1,0.011
189.11,1.57,2,0.023
40.08,2.13,2,0.523
36.31,10.85,2,0.12
227.74,2.94,2,0.0
172.68,2.23,2,0.038
47.46,14.04,3,0.145
192.26,2.84,2,0.087
249.2,1.96,2,0.069
187.58,1.52,1,0.007
34.75,9.22,3,0.152
47.95,1.25,1,0.405
22.89,1.5,3,0.362
48.06,2.67,2,0.393
33.78,1.58,1,0.0
236.04,2.3,2,0.024
55.82,3.31,2,0.416
32.44,10.42,3,0.152
22.39,10.52,3,0.056
28.1,11.94,2,0.098
223.65,1.52,2,0.013
233.38,2.03,2,0.043
38.22,10.55,3,0.083
32.6,2.45,2,0.383
7.24,1.13,1,0.025
35.46,2.48,2,0.419
212.11,1.67,2,0.003
32.57,1.05,1,0.0
197.73,2.02,2,0.012
159.89,2.02,2,0.095
33.04,13.7,2,0.164
259.25,1.48,1,0.088
211.87,2.08,2,0.021
37.32,3.4,2,0.574
196.12,1.04,1,0.101
30.22,11.73,3,0.081
44.9,2.94,2,0.28
21.44,1.0,1,0.0
27.0,14.62,3,0.173
183.67,1.99,2,0.067
39.57,1.24,1,0.031
207.39,2.87,1,0.018
47.73,3.22,2,0.344
201.28,2.0,2,0.037
46.8,12.58,4,0.128
54.68,2.16,3,0.38
28.56,0.9,1,0.009
28.58,14.3,4,0.131
243.23,2.18,2,0.046
44.49,15.71,2,0.116
43.9,12.13,3,0.046
27.96,12.85,3,0.141
37.67,10.82,3,0.207
27.3,10.81,2,0.082
240.09,1.96,2,0.04
195.4,0.88,2,0.071
47.57,12.35,4,0.127
25.13,11.27,3,0.134
39.13,3.67,2,0.362
39.33,3.77,3,0.351
209.04,1.26,2,0.038
51.73,2.94,2,0.297
25.78,12.58,2,0.128
20.18,0.82,2,0.007
39.47,10.53,4,0.096
46.1,2.52,2,0.436
24.95,3.66,2,0.417
55.79,3.38,1,0.244
35.72,2.57,3,0.298
26.99,0.92,1,0.0
20.19,1.42,1,0.0
29.13,1.25,2,0.05
41.46,10.91,1,0.103
219.53,1.62,1,0.064
24.97,12.28,3,0.093
56.72,1.68,1,0.276
40.63,9.95,3,0.101
200.85,1.66,3,0.097
245.67,1.66,2,0.029
222.35,2.41,3,0.069
59.91,1.66,2,0.415
23.09,1.06,1,0.044
179.09,1.19,2,0.121
68.0,2.12,2,0.305
42.79,3.88,2,0.325
32.39,3.04,2,0.427
66.66,2.02,2,0.474
46.22,3.91,2,0.419
20.83,0.2,1,0.009
33.15,13.34,3,0.087
144.37,1.13,1,0.004
33.64,1.46,1,0.0
30.06,1.44,2,0.0
23.08,1.5,1,0.013
16.08,0.77,1,0.042
26.94,8.38,3,0.073
46.43,10.29,3,0.109
173.58,1.87,3,0.036
38.74,13.45,3,0.013
45.51,13.56,2,0.119
156.02,1.87,3,0.092
60.23,2.75,1,0.215
14.0,15.11,3,0.094
29.08,4.29,2,0.179
41.63,2.44,2,0.357
30.03,13.53,3,0.108
204.2,3.38,3,0.021
28.4,3.42,1,0.329
20.82,1.78,1,0.022
44.12,2.76,2,0.492
225.15,1.89,2,0.095
22.96,0.55,1,0.031
57.82,2.5,2,0.421
41.2,14.62,3,0.085
197.51,3.12,2,0.051
33.29,11.53,2,0.11
45.56,3.02,2,0.406
32.6,11.34,3,0.098
39.74,12.82,4,0.066
48.75,1.65,1,0.401
36.11,2.59,2,0.368
23.27,11.58,3,0.138
28.58,2.84,2,0.435
20.2,0.22,1,0.03
50.16,3.33,1,0.45
201.84,2.66,1,0.013
33.75,10.53,4,0.03
169.43,0.41,2,0.103
236.93,2.46,2,0.073
221.06,1.5,2,0.0
39.14,10.1,3,0.172
60.55,3.01,1,0.348
231.89,2.85,2,0.087
26.41,0.97,1,0.037
226.37,2.05,2,0.093
20.36,2.81,2,0.42
30.26,0.85,1,0.008
35.54,12.24,3,0.099
38.23,9.73,5,0.118
33.87,4.27,3,0.074
43.04,12.35,3,0.075
20.08,0.64,1,0.0
21.54,1.44,1,0.017
152.81,2.24,2,0.035
143.2,2.07,1,0.031
25.1,11.94,3,0.114
164.44,0.81,2,0.06
30.33,9.23,2,0.142
171.8,1.48,3,0.085
40.99,2.11,3,0.246
188.98,1.63,1,0.054
31.45,1.66,1,0.338
24.05,0.53,2,0.046
25.12,4.57,2,0.307
53.66,3.03,3,0.439
70.95,2.92,3,0.371
227.57,2.29,2,0.001
33.34,15.12,4,0.051
60.93,2.89,2,0.405
39.13,2.59,2,0.339
194.97,1.39,2,0.087
58.78,3.51,3,0.361
202.45,1.9,2,0.044
44.13,3.36,3,0.41
223.8,1.45,2,0.046
31.82,8.21,4,0.051
37.56,2.8,1,0.392
188.24,1.93,2,0.032
36.06,2.5,1,0.388
15.8,1.42,1,0.014
24.66,13.65,3,0.031
37.62,16.53,3,0.099
24.24,3.43,1,0.271
50.01,3.17,2,0.41
23.96,0.68,1,0.0
26.17,15.4,4,0.191
45.42,2.9,2,0.258
246.01,2.68,2,0.061
189.63,2.66,3,0.023
211.65,3.24,3,0.054
29.55,2.71,2,0.374
214.53,2.42,2,0.02
39.38,10.75,3,0.13
27.48,10.28,3,0.187
38.14,12.02,3,0.083
23.91,0.64,1,0.011
47.4,2.12,3,0.391
35.46,12.18,4,0.07
23.35,1.07,2,0.006
203.01,1.15,2,0.099
32.97,7.35,3,0.096
208.26,2.19,2,0.066
61.52,3.49,3,0.386
46.19,2.11,2,0.262
179.5,1.6,1,0.078
20.66,10.65,2,0.023
53.1,1.9,2,0.345
24.28,8.87,4,0.172
32.69,14.51,4,0.074
52.24,3.82,2,0.236
53.0,3.36,3,0.384
41.37,6.44,2,0.18
197.32,1.5,2,0.022
46.28,3.8,2,0.429
38.6,13.12,3,0.12
42.78,8.17,2,0.06
213.7,2.33,3,0.101
36.43,13.64,2,0.132
207.87,1.99,2,0.072
18.38,1.21,1,0.035
24.69,12.24,4,0.076
33.98,14.45,3,0.083
191.02,1.51,2,0.088
159.16,2.58,3,0.003
164.9,2.0,2,0.051
38.25,14.46,2,0.055
31.95,1.99,3,0.275
60.67,3.58,1,0.357
40.72,10.04,3,0.103
34.36,12.11,2,0.087
47.88,2.85,1,0.375
41.82,1.98,2,0.495
44.84,3.34,1,0.503
24.03,7.56,2,0.075
26.49,0.72,1,0.049
29.78,2.79,2,0.255
210.51,2.31,3,0.024
197.32,1.68,1,0.029
33.26,10.97,3,0.101
52.48,5.71,2,0.271
26.94,11.56,2,0.096
188.23,2.23,2,0.07
20.32,1.58,1,0.037
204.65,1.4,1,0.105
24.6,16.18,5,0.127
30.84,12.3,3,0.13
188.57,2.04,2,0.008
37.13,3.43,2,0.307
213.81,1.38,2,0.038
44.97,11.39,2,0.117
189.18,2.21,2,0.089
26.0,1.04,1,0.0
170.95,1.86,3,0.029
27.69,0.87,1,0.036
222.79,1.16,3,0.05
43.82,14.12,3,0.09
37.08,2.44,2,0.332
41.73,3.83,3,0.346
31.48,6.01,3,0.127
31.6,3.59,2,0.417
30.73,4.97,2,0.338
43.02,15.71,2,0.123
26.15,1.04,1,0.0
47.07,2.33,2,0.396
45.2,3.1,2,0.385
183.27,1.61,2,0.0
38.43,15.34,3,0.007
204.22,1.79,3,0.016
35.33,0.45,2,0.037
26.01,14.92,3,0.057
26.26,1.53,1,0.027
34.85,1.17,1,0.04
37.71,14.26,2,0.078
42.35,2.5,2,0.271
42.24,3.69,2,0.36
52.93,2.39,2,0.37
207.8,1.72,3,0.077
37.44,2.31,3,0.322
161.57,3.0,2,0.025
31.35,1.31,1,0.031
28.71,12.16,2,0.111
46.27,2.61,2,0.376
37.67,3.21,2,0.449
34.31,13.43,3,0.073
186.68,3.02,1,0.02
22.35,0.78,1,0.008
147.54,1.96,2,0.016
214.5,2.48,2,0.002
217.92,2.96,2,0.025
208.25,2.54,1,0.093
43.29,8.69,2,0.158
23.04,0.96,1,0.021
22.73,0.98,1,0.029
210.76,1.04,2,0.05
251.62,1.93,2,0.039
34.6,1.57,3,0.261
58.74,3.75,1,0.347
38.93,3.48,2,0.135
51.44,9.94,2,0.128
167.15,1.69,2,0.008
27.45,0.2,1,0.012
44.35,3.22,2,0.201
218.65,2.03,2,0.027
214.37,3.01,2,0.031
170.4,3.02,2,0.06
220.34,1.46,1,0.098
35.33,9.55,2,0.144
18.96,1.57,1,0.027
30.61,0.96,1,0.004
172.98,1.42,2,0.0
205.89,2.06,2,0.046
39.6,17.28,2,0.076
25.7,1.68,1,0.0
35.25,13.2,3,0.057
35.21,9.44,2,0.13
36.52,12.76,2,0.095
171.48,2.32,2,0.052
27.97,14.9,3,0.069
62.52,2.31,3,0.349
29.61,11.5,3,0.107
33.21,15.15,3,0.082
51.94,3.09,2,0.403
44.58,3.7,2,0.338
31.69,3.06,2,0.288
26.67,1.38,1,0.054
194.95,1.95,2,0.037
158.36,1.25,1,0.04
35.9,1.91,2,0.0
48.83,3.05,2,0.4
36.69,11.43,3,0.126
46.97,12.28,2,0.066
40.94,3.08,1,0.508
60.46,2.88,2,0.451
41.97,2.25,2,0.271
241.2,1.24,3,0.049
40.72,18.5,3,0.07
43.41,2.44,2,0.404
136.66,2.87,2,0.091
54.55,3.44,3,0.417
45.53,9.49,3,0.093
44.04,4.07,2,0.384
42.81,4.1,2,0.358
29.13,12.74,3,0.1
53.52,3.18,1,0.453
51.38,3.74,2,0.318
32.33,12.18,4,0.155
56.23,4.08,2,0.213
43.62,12.38,4,0.147
30.28,1.23,1,0.048
51.05,11.28,2,0.098
20.74,11.48,5,0.088
180.32,2.22,2,0.053
240.81,1.76,2,0.046
225.41,2.89,2,0.041
196.15,2.98,2,0.026
33.48,12.26,4,0.149
42.5,11.61,2,0.099
223.44,0.7,2,0.093
20.85,0.84,1,0.036
46.48,2.54,2,0.347
34.39,10.11,3,0.125
32.24,15.63,3,0.122
27.39,0.96,1,0.016
31.89,13.59,4,0.108
34.38,3.71,3,0.537
237.73,2.25,1,0.05
201.53,2.44,3,0.106
37.46,12.38,3,0.068
32.06,7.88,2,0.032
204.91,2.62,2,0.033
185.33,2.23,1,0.028
58.77,2.7,2,0.427
215.67,2.11,3,0.032
55.65,3.84,2,0.296
24.95,0.84,2,0.0
47.42,2.91,2,0.465
28.96,1.22,1,0.029
207.62,3.03,2,0.03
190.44,0.62,2,0.036
161.67,2.98,2,0.051
30.79,8.21,3,0.066
60.32,3.49,3,0.386
206.6,2.58,2,0.003
58.79,2.15,2,0.297
37.49,2.72,1,0.379
31.09,12.22,3,0.028
25.05,1.54,1,0.038
31.49,0.49,1,0.022
43.98,3.7,1,0.275
50.2,4.23,3,0.295
195.51,1.97,1,0.031
39.89,4.4,3,0.408
55.1,3.37,2,0.241
37.22,11.86,3,0.109
17.33,1.1,2,0.066
155.59,2.72,1,0.068
146.67,1.86,2,0.036
25.83,8.69,4,0.143
188.4,3.67,2,0.052
258.79,2.17,2,0.0
202.86,1.69,3,0.054
24.2,0.57,1,0.013
22.18,0.51,1,0.035
27.75,0.96,1,0.002
39.41,1.75,1,0.338
195.79,0.63,2,0.028
47.63,2.44,2,0.276
29.45,13.71,3,0.078
33.48,3.91,3,0.347
195.08,1.91,1,0.055
219.36,1.92,2,0.03
223.68,0.66,2,0.02
221.09,2.46,2,0.111
28.44,11.01,2,0.149
41.31,1.7,2,0.361
42.8,2.69,2,0.25
157.63,1.63,1,0.042
51.73,3.32,3,0.376
181.59,0.73,3,0.024
23.9,1.49,1,0.019
40.21,1.68,3,0.313
33.74,3.05,2,0.457
203.77,2.48,2,0.0
24.96,1.13,1,0.0
30.53,15.08,2,0.138
67.55,3.29,2,0.374
51.2,3.64,3,0.308
34.7,2.75,2,0.294
45.15,16.9,4,0.131
31.37,3.73,2,0.411
43.85,4.36,1,0.406
36.96,1.49,3,0.418
50.64,15.73,4,0.173
39.05,10.86,3,0.082
208.03,1.78,2,0.056
24.76,0.95,1,0.002
44.72,13.87,4,0.118
252.14,0.96,1,0.071
37.83,10.01,2,0.098
229.52,1.49,2,0.011
49.66,2.7,1,0.452
176.53,2.52,2,0.028
29.58,15.34,3,0.088
41.26,2.4,2,0.334
32.93,10.57,3,0.168
201.74,2.31,2,0.068
37.21,9.29,3,0.117
30.81,3.68,2,0.26
46.29,4.59,1,0.394
165.35,1.57,3,0.103
191.36,2.11,3,0.089
52.57,2.98,2,0.394
25.94,14.88,3,0.132
30.13,0.53,1,0.018
29.86,8.68,1,0.095
250.27,1.49,1,0.036
43.26,3.27,2,0.33
37.23,3.92,2,0.468
37.91,12.07,2,0.114
188.4,1.38,2,0.068
41.41,16.12,2,0.057
25.72,0.42,1,0.0
211.91,2.25,2,0.045
28.92,13.63,3,0.173
212.24,2.06,2,0.035
182.86,2.18,3,0.024
208.15,2.63,2,0.045
35.38,2.86,2,0.421
176.42,2.55,2,0.099
30.2,2.57,2,0.323
190.4,1.3,2,0.094
33.44,15.13,3,0.052
29.12,11.17,2,0.081
32.14,10.25,3,0.087
43.01,3.93,2,0.176
169.21,2.97,2,0.105
225.14,1.26,3,0.058
48.32,11.24,3,0.067
23.93,13.67,3,0.068
16.88,1.59,1,0.028
31.69,2.36,1,0.496
42.16,10.25,3,0.105
203.13,2.97,3,0.0
19.29,1.21,1,0.0
49.86,2.07,2,0.344
49.47,12.19,5,0.055
242.06,2.31,4,0.088
225.05,2.71,3,0.046
213.89,1.8,2,0.002
28.29,12.58,4,0.091
55.28,3.32,2,0.354
34.89,15.71,1,0.18
26.8,0.55,1,0.005
30.37,11.01,3,0.087
38.88,14.47,1,0.102
39.41,3.71,3,0.348
38.05,1.67,1,0.309
141.57,1.57,1,0.049
42.36,14.51,2,0.06
39.36,13.69,3,0.148
49.57,2.11,1,0.221
127.95,3.11,1,0.074
22.47,0.55,2,0.056
42.78,13.53,2,0.181
26.44,0.64,1,0.034
26.37,0.72,1,0.0
49.63,2.9,1,0.437
49.06,10.02,4,0.094
29.5,2.85,2,0.306
30.02,13.8,3,0.096
35.94,3.03,2,0.441
42.87,2.3,1,0.398
26.54,11.85,3,0.096
40.1,15.43,3,0.094
32.2,10.18,2,0.119
40.93,3.35,2,0.303
43.13,3.12,1,0.379
37.28,10.71,3,0.053
183.52,1.91,3,0.048
13.43,0.54,1,0.0
42.68,11.04,3,0.129
193.1,1.26,1,0.0
155.53,2.75,2,0.011
29.96,13.62,3,0.079
21.21,1.19,1,0.023
29.43,12.87,2,0.061
58.46,3.18,3,0.31
199.75,1.91,2,0.091
29.7,12.71,3,0.07
22.08,0.4,1,0.04
34.45,8.91,3,0.037
48.75,11.31,4,0.137
220.92,2.15,3,0.056
54.68,12.0,4,0.029
30.37,1.14,1,0.0
32.28,12.99,3,0.14
214.95,3.47,3,0.078
190.25,1.7,2,0.002
16.09,0.78,1,0.035
199.78,1.66,2,0.039
224.58,2.25,1,0.038
25.78,0.51,1,0.0
23.15,1.68,1,0.034
41.34,11.13,2,0.126
35.76,11.2,2,0.015
38.42,12.26,2,0.016
188.04,2.71,2,0.115
40.4,0.82,2,0.38
37.72,13.66,3,0.065
244.45,2.44,2,0.021
25.91,1.16,1,0.025
20.88,0.94,1,0.0
234.17,1.47,2,0.001
38.4,12.0,2,0.114
222.34,2.43,3,0.044
30.92,11.88,3,0.072
58.55,3.07,2,0.283
45.82,2.59,2,0.334
45.59,2.11,1,0.476
30.13,2.68,2,0.275
33.58,9.43,2,0.122
136.19,2.07,3,0.075
36.28,11.3,3,0.05
12.45,0.6,1,0.019
40.9,3.45,2,0.347
45.73,4.45,2,0.29
25.79,0.79,1,0.043
26.78,17.04,3,0.115
178.42,1.55,1,0.061
27.34,0.26,1,0.014
16.84,15.94,2,0.056
51.18,3.56,2,0.319
40.58,10.91,3,0.079
48.09,2.43,3,0.429
23.95,1.53,2,0.0
191.44,2.48,2,0.051
225.1,0.96,2,0.023
34.33,9.64,3,0.078
21.49,1.14,1,0.013
201.32,2.66,2,0.059
193.45,2.87,1,0.06
205.93,3.12,3,0.038
190.97,1.87,1,0.049
36.09,3.44,3,0.399
212.16,2.64,2,0.053
43.39,3.76,1,0.3
22.11,15.21,3,0.093
220.78,0.82,1,0.009
40.88,12.94,3,0.071
34.25,2.51,2,0.25
47.69,2.72,1,0.307
19.51,0.64,2,0.005
206.66,2.36,2,0.05
240.0,0.82,2,0.102
189.11,3.07,1,0.017
264.69,1.91,1,0.033
24.43,1.07,1,0.004
31.61,8.45,2,0.106
29.03,12.62,4,0.058
161.39,0.29,2,0.095
30.91,11.46,3,0.126
37.1,3.29,2,0.47
34.4,2.11,3,0.256
32.47,12.44,3,0.053
29.29,0.36,2,0.044
