AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed,Cluster
199.9,3.42,2,0.049,1
38.23,3.44,2,0.232,3
33.48,8.01,3,0.075,0
39.07,2.92,3,0.298,3
38.67,14.69,2,0.149,0
22.21,11.41,3,0.052,0
24.89,3.15,1,0.356,3
176.31,2.25,1,0.088,1
22.84,10.29,4,0.079,0
44.52,3.65,2,0.255,3
40.16,13.36,3,0.073,0
29.73,13.82,3,0.093,0
21.81,1.17,1,0.029,2
34.4,13.57,3,0.0,0
32.91,11.34,3,0.083,0
41.8,2.48,3,0.337,3
51.36,3.23,2,0.353,3
30.18,0.46,1,0.068,2
35.13,4.46,3,0.415,3
33.89,10.75,2,0.03,0
49.41,2.89,2,0.312,3
38.63,9.47,1,0.113,2
36.24,2.51,1,0.349,3
39.87,13.08,2,0.083,0
32.63,14.84,2,0.061,0
45.98,2.34,2,0.422,3
170.33,2.1,2,0.079,1
46.32,8.06,3,0.098,0
33.17,1.15,1,0.014,2
197.89,2.58,1,0.094,1
29.58,1.09,1,0.041,2
26.76,11.25,5,0.105,0
185.35,2.46,1,0.07,1
32.41,17.19,2,0.073,0
177.51,3.0,2,0.01,1
34.06,14.99,4,0.042,0
53.95,2.76,3,0.269,3
165.22,2.37,2,0.089,1
37.87,8.48,3,0.126,0
171.73,1.5,3,0.051,1
13.48,14.58,2,0.11,0
44.56,10.39,4,0.1,0
233.48,2.01,2,0.0,1
67.3,1.89,2,0.398,3
37.55,2.06,3,0.357,3
27.76,0.8,1,0.017,2
60.95,1.09,1,0.358,3
33.45,1.02,1,0.062,2
28.26,10.87,3,0.099,0
47.19,3.06,1,0.426,3
61.8,1.22,2,0.341,3
41.12,7.15,3,0.083,0
33.91,6.57,3,0.119,0
36.1,9.23,4,0.018,0
35.67,8.04,4,0.092,0
26.03,4.74,2,0.349,3
237.26,2.48,2,0.054,1
189.71,3.33,2,0.063,1
51.74,12.91,4,0.067,0
208.42,2.89,2,0.037,1
171.74,2.15,2,0.029,1
45.87,13.65,4,0.097,0
18.98,11.87,3,0.121,0
33.56,11.57,1,0.068,2
37.06,8.94,2,0.052,0
35.79,12.72,2,0.114,0
29.89,11.94,4,0.112,0
44.22,3.23,1,0.499,3
181.33,2.69,1,0.022,1
35.93,8.56,3,0.106,0
44.91,3.98,2,0.302,3
47.24,14.1,3,0.107,0
25.45,7.83,5,0.128,0
132.14,2.21,1,0.006,2
16.52,0.83,1,0.017,2
15.39,0.54,2,0.0,2
32.91,6.89,3,0.12,0
137.48,2.33,2,0.027,1
34.48,8.12,2,0.066,0
43.54,14.68,4,0.068,0
225.16,2.22,3,0.056,1
25.94,1.14,1,0.0,2
209.76,3.02,3,0.098,1
20.53,1.7,1,0.043,2
227.41,1.36,2,0.068,1
34.06,8.93,2,0.068,0
222.32,2.39,3,0.066,1
35.75,11.25,3,0.146,0
30.78,1.31,1,0.019,2
28.07,15.34,4,0.094,0
36.47,11.41,2,0.105,0
22.52,1.3,2,0.044,2
61.96,2.53,1,0.42,3
25.83,0.6,1,0.005,2
173.05,1.37,1,0.039,1
26.65,15.25,3,0.16,0
36.98,2.4,2,0.384,3
18.76,11.37,3,0.153,0
55.22,3.05,2,0.154,3
218.04,2.14,2,0.093,1
221.29,1.49,2,0.02,1
214.58,1.53,2,0.013,1
46.66,10.98,3,0.138,0
146.45,1.29,3,0.075,1
190.65,1.64,2,0.032,1
42.02,11.37,1,0.079,2
33.75,2.97,3,0.311,3
55.66,14.04,4,0.067,0
208.27,1.72,2,0.026,1
219.99,2.0,2,0.142,1
50.76,3.39,2,0.177,3
45.34,2.66,2,0.415,3
262.68,1.97,1,0.116,1
33.39,13.85,2,0.032,0
226.93,2.33,2,0.035,1
31.82,0.99,1,0.001,2
246.8,2.55,1,0.03,1
39.82,2.53,3,0.308,3
11.36,1.95,1,0.019,2
14.41,0.82,1,0.036,2
40.48,10.64,4,0.055,0
41.23,12.66,2,0.103,0
45.78,12.02,2,0.157,0
40.73,9.97,2,0.045,0
206.67,1.52,2,0.055,1
25.0,0.94,1,0.0,2
195.97,0.75,1,0.058,1
39.63,2.82,1,0.419,3
179.67,1.59,1,0.039,1
15.27,14.86,4,0.105,0
56.79,3.05,2,0.412,3
153.42,2.16,1,0.061,1
28.07,11.94,3,0.1,0
67.28,3.96,1,0.342,3
35.29,11.74,2,0.085,0
35.66,2.45,2,0.258,3
52.48,14.93,1,0.097,0
31.94,13.72,4,0.088,0
19.7,3.21,2,0.385,3
173.13,0.53,1,0.067,1
37.88,1.04,1,0.027,2
35.73,11.57,3,0.128,0
38.63,11.27,4,0.048,0
29.73,4.04,2,0.316,3
34.31,0.56,1,0.0,2
43.24,14.34,4,0.119,0
55.86,3.36,2,0.366,3
230.07,1.5,2,0.043,1
204.5,1.77,3,0.051,1
37.73,2.87,1,0.433,3
33.24,0.77,1,0.016,2
33.11,17.16,5,0.091,0
43.56,3.7,3,0.266,3
29.43,12.99,2,0.141,0
21.63,0.63,1,0.0,2
54.8,1.78,3,0.511,3
43.99,3.67,2,0.513,3
52.02,2.2,2,0.137,2
210.3,3.42,2,0.037,1
42.84,10.03,3,0.105,0
61.43,2.46,2,0.269,3
50.46,3.7,1,0.351,3
170.55,2.68,3,0.058,1
229.91,3.16,3,0.043,1
36.44,12.57,3,0.118,0
48.11,2.51,1,0.376,3
169.81,2.23,2,0.021,1
23.48,0.23,2,0.027,2
24.86,13.11,4,0.117,0
53.67,3.5,3,0.401,3
30.2,1.65,1,0.001,2
24.06,0.61,2,0.02,2
34.11,2.31,2,0.333,3
40.03,3.11,1,0.318,3
28.94,2.06,1,0.021,2
202.44,2.89,2,0.059,1
161.07,2.64,3,0.106,1
40.43,1.09,2,0.248,3
31.79,8.39,3,0.102,0
23.91,11.28,2,0.032,0
27.86,1.83,1,0.032,2
37.52,10.65,2,0.042,0
32.29,11.8,4,0.079,0
30.08,1.12,1,0.043,2
27.84,1.29,1,0.032,2
47.74,2.74,1,0.357,3
185.28,2.53,1,0.068,1
28.54,1.21,1,0.021,2
32.11,10.73,3,0.063,0
43.31,9.76,2,0.089,0
26.98,4.25,1,0.182,2
28.25,1.03,1,0.016,2
26.12,12.47,4,0.12,0
25.09,11.72,3,0.158,0
41.84,11.49,3,0.136,0
24.91,1.56,1,0.041,2
204.65,1.65,2,0.077,1
35.98,5.25,3,0.173,0
43.38,10.31,4,0.138,0
185.73,1.88,2,0.06,1
50.9,3.14,2,0.275,3
34.4,2.31,2,0.282,3
57.01,2.22,3,0.449,3
127.36,1.17,3,0.118,1
33.47,3.97,1,0.349,3
28.77,14.74,3,0.068,0
16.81,1.5,1,0.043,2
40.69,13.75,3,0.043,0
152.48,2.11,1,0.045,1
198.72,2.23,2,0.006,1
30.59,0.4,1,0.036,2
22.01,1.0,1,0.032,2
45.6,2.47,2,0.437,3
31.36,12.91,3,0.117,0
199.04,1.3,1,0.03,1
209.14,2.6,2,0.044,1
37.68,12.97,3,0.095,0
211.23,1.11,2,0.028,1
47.4,16.38,2,0.123,0
208.23,1.41,2,0.015,1
45.16,3.44,2,0.295,3
52.88,3.66,1,0.335,3
32.52,3.32,2,0.346,3
190.47,1.83,2,0.05,1
18.59,1.01,1,0.024,2
29.59,9.67,3,0.133,0
24.56,3.38,3,0.241,3
25.73,17.35,3,0.102,0
22.58,11.09,2,0.078,0
43.17,4.16,2,0.415,3
30.82,1.67,1,0.013,2
179.92,1.95,1,0.056,1
176.51,2.63,1,0.019,1
48.46,3.14,1,0.423,3
52.93,3.56,1,0.401,3
21.88,0.97,1,0.019,2
51.65,2.17,2,0.331,3
37.6,13.52,2,0.105,0
224.61,1.51,2,0.033,1
34.84,11.97,3,0.049,0
44.57,11.56,4,0.134,0
39.71,3.37,2,0.386,3
222.46,1.35,2,0.026,1
38.84,10.34,3,0.079,0
55.13,2.4,2,0.411,3
35.98,13.89,4,0.099,0
29.28,13.59,4,0.018,0
45.83,13.4,2,0.077,0
40.47,2.58,2,0.376,3
21.88,4.34,2,0.236,3
21.7,1.5,1,0.004,2
51.5,1.19,3,0.341,3
167.94,1.92,3,0.043,1
35.69,11.68,3,0.077,0
165.26,1.97,2,0.055,1
144.95,1.47,2,0.097,1
25.68,18.06,3,0.1,0
65.71,3.83,2,0.377,3
44.75,10.35,3,0.157,0
34.86,13.26,2,0.069,0
33.74,11.8,2,0.089,0
35.25,2.43,2,0.371,3
33.96,2.72,3,0.382,3
24.34,1.43,2,0.029,2
43.75,17.11,4,0.123,0
192.22,3.05,1,0.101,1
180.31,1.96,2,0.08,1
38.83,10.21,2,0.104,0
164.89,1.65,3,0.106,1
38.28,13.86,2,0.105,0
43.19,15.49,4,0.165,0
192.49,1.5,3,0.0,1
38.17,8.87,4,0.074,0
26.95,1.17,1,0.022,2
51.12,3.21,2,0.366,3
53.05,3.1,2,0.403,3
208.71,2.27,1,0.087,1
24.54,11.93,4,0.127,0
33.13,1.59,2,0.388,3
28.96,9.02,4,0.077,0
216.78,2.84,1,0.057,1
25.38,14.67,3,0.035,0
39.54,3.35,2,0.424,3
40.68,3.18,2,0.391,3
53.03,2.92,2,0.461,3
27.55,14.29,4,0.147,0
19.07,0.37,1,0.047,2
27.71,1.0,1,0.013,2
208.93,2.8,2,0.058,1
181.59,2.75,3,0.042,1
236.86,2.57,3,0.081,1
33.34,11.2,2,0.151,0
239.62,2.26,1,0.069,1
40.75,13.43,4,0.021,0
42.82,12.97,2,0.049,0
29.55,1.12,1,0.019,2
37.77,12.64,4,0.089,0
30.03,11.79,4,0.086,0
44.95,11.51,3,0.132,0
32.26,10.22,4,0.096,0
44.55,3.51,1,0.33,3
27.04,10.67,2,0.08,0
40.67,4.52,2,0.407,3
26.72,1.17,1,0.023,2
24.04,1.97,1,0.039,2
40.08,2.75,1,0.239,3
29.49,1.33,1,0.016,2
51.18,3.64,2,0.286,3
45.35,3.77,1,0.586,3
57.53,2.39,1,0.336,3
36.3,14.32,3,0.118,0
28.39,10.8,2,0.067,0
48.12,3.38,1,0.484,3
47.27,2.77,2,0.415,3
33.0,2.56,2,0.382,3
27.85,12.5,2,0.033,0
178.81,1.83,1,0.065,1
22.74,3.28,2,0.329,3
52.97,2.71,2,0.498,3
36.5,13.4,5,0.071,0
135.18,1.03,2,0.07,1
39.21,15.0,2,0.142,0
235.33,2.56,1,0.039,1
39.28,2.57,2,0.426,3
35.69,5.31,2,0.145,2
30.19,12.42,3,0.058,0
222.8,1.76,2,0.017,1
33.41,1.62,2,0.307,3
42.58,0.57,1,0.0,2
24.65,9.36,2,0.017,0
52.62,14.49,3,0.059,0
29.72,1.37,1,0.053,2
207.19,1.25,1,0.043,1
35.62,12.81,3,0.077,0
192.51,1.52,2,0.029,1
26.41,0.95,1,0.003,2
27.36,12.57,3,0.095,0
65.47,1.91,2,0.363,3
38.54,15.92,2,0.104,0
29.16,3.88,2,0.286,3
53.69,16.27,2,0.18,0
34.13,9.63,3,0.062,0
27.85,1.16,1,0.042,2
231.92,1.11,3,0.037,1
143.31,1.56,3,0.036,1
29.76,1.57,1,0.003,2
43.68,2.8,2,0.412,3
55.46,2.66,2,0.35,3
34.77,14.1,3,0.081,0
20.15,1.05,1,0.044,2
36.38,9.84,2,0.122,0
31.39,9.75,4,0.07,0
23.88,0.54,1,0.038,2
47.21,3.72,2,0.153,3
34.68,9.27,3,0.024,0
232.1,2.21,1,0.016,1
37.09,3.08,2,0.415,3
36.89,1.24,1,0.027,2
34.52,1.04,1,0.026,2
24.76,3.98,2,0.117,2
39.82,1.13,1,0.039,2
9.88,1.04,1,0.03,2
237.41,2.79,2,0.0,1
44.96,3.2,2,0.308,3
218.88,1.75,2,0.11,1
21.13,12.72,3,0.075,0
21.28,0.82,1,0.033,2
74.6,3.85,2,0.446,3
46.29,13.9,4,0.103,0
36.1,11.51,2,0.115,0
192.59,1.99,2,0.042,1
26.82,9.3,3,0.058,0
52.56,2.56,2,0.283,3
214.99,1.61,1,0.087,1
48.67,15.0,5,0.109,0
33.34,1.7,2,0.415,3
30.5,3.12,1,0.322,3
222.17,1.66,2,0.096,1
35.17,3.1,3,0.446,3
17.46,0.2,2,0.004,2
31.0,14.21,2,0.04,0
26.04,12.01,2,0.008,0
211.24,2.0,2,0.078,1
39.14,2.39,2,0.367,3
34.48,11.3,2,0.147,0
138.01,1.66,2,0.0,1
33.4,7.99,3,0.127,0
56.87,3.65,2,0.28,3
205.08,1.28,2,0.001,1
32.22,10.96,3,0.076,0
46.89,1.78,3,0.212,3
41.92,10.25,1,0.048,2
15.57,1.18,2,0.012,2
45.85,2.42,2,0.308,3
243.72,1.07,3,0.068,1
28.8,2.44,2,0.411,3
197.3,1.86,2,0.036,1
43.99,1.72,1,0.28,3
37.61,14.46,4,0.066,0
219.05,2.5,2,0.03,1
47.81,2.67,2,0.355,3
25.01,11.02,3,0.087,0
53.05,1.92,1,0.339,3
166.78,3.24,2,0.01,1
28.42,12.66,3,0.101,0
21.39,11.67,2,0.104,0
34.2,13.82,3,0.068,0
186.87,2.24,3,0.016,1
17.36,1.14,1,0.003,2
25.96,17.67,3,0.034,0
33.74,2.75,2,0.407,3
139.88,3.15,3,0.057,1
212.91,1.37,3,0.041,1
276.13,1.83,1,0.032,1
29.99,15.14,2,0.112,0
35.19,9.25,5,0.115,0
23.19,0.86,1,0.023,2
28.47,1.53,1,0.019,2
149.0,2.15,2,0.08,1
36.51,4.03,2,0.415,3
205.16,1.78,1,0.052,1
21.53,0.28,1,0.015,2
41.75,12.46,3,0.143,0
47.39,2.91,2,0.454,3
47.84,8.05,3,0.03,0
19.48,12.73,3,0.086,0
27.58,9.15,3,0.168,0
24.35,1.42,1,0.011,2
177.13,1.99,2,0.019,1
23.41,8.84,3,0.154,0
29.19,13.3,4,0.033,0
53.94,13.95,3,0.098,0
18.72,0.9,1,0.01,2
218.73,1.98,3,0.033,1
37.63,10.82,4,0.101,0
56.32,1.71,3,0.274,3
153.78,1.98,2,0.017,1
219.57,2.14,1,0.027,1
52.95,3.13,1,0.207,2
30.44,14.09,4,0.17,0
174.51,1.62,1,0.077,1
233.85,2.14,3,0.123,1
178.83,1.74,2,0.028,1
51.37,2.24,2,0.265,3
21.15,16.83,2,0.118,0
206.78,1.6,2,0.036,1
225.91,1.81,2,0.074,1
26.29,12.44,3,0.09,0
47.24,5.05,2,0.234,3
39.72,11.72,4,0.181,0
26.93,1.5,1,0.0,2
43.36,2.0,2,0.433,3
21.3,1.79,1,0.056,2
40.86,3.45,3,0.267,3
19.04,1.75,1,0.013,2
29.88,3.94,2,0.537,3
171.51,2.53,2,0.015,1
33.52,9.88,2,0.026,0
22.65,8.51,2,0.014,0
193.17,2.42,1,0.062,1
37.54,1.73,1,0.02,2
66.85,2.85,2,0.358,3
34.53,15.95,3,0.1,0
42.99,2.63,2,0.444,3
38.56,11.55,4,0.056,0
32.09,0.2,1,0.024,2
162.14,0.46,2,0.046,1
18.03,14.25,3,0.105,0
50.76,3.42,2,0.314,3
51.24,15.34,3,0.128,0
38.65,13.15,2,0.121,0
59.08,2.1,2,0.304,3
66.69,3.96,2,0.225,3
36.58,11.9,2,0.093,0
114.64,2.11,2,0.038,1
43.39,1.64,1,0.031,2
186.86,2.1,1,0.0,1
46.72,3.59,2,0.25,3
254.19,2.6,2,0.098,1
202.8,1.34,2,0.081,1
208.29,2.59,2,0.068,1
194.11,2.06,2,0.059,1
23.31,0.88,1,0.0,2
38.75,18.13,4,0.119,0
196.21,1.73,2,0.06,1
222.79,2.73,2,0.052,1
222.39,1.03,3,0.049,1
38.61,2.74,1,0.311,3
211.34,2.43,2,0.054,1
173.3,2.79,1,0.028,1
41.35,2.41,2,0.356,3
29.11,7.29,2,0.152,0
43.21,13.42,3,0.029,0
230.92,2.34,2,0.076,1
153.66,1.12,3,0.026,1
61.25,2.94,2,0.302,3
28.42,10.69,1,0.156,2
29.56,1.38,1,0.037,2
45.01,8.22,3,0.114,0
246.12,1.2,1,0.054,1
43.9,3.75,2,0.369,3
39.51,8.84,4,0.09,0
192.21,1.98,1,0.04,1
50.91,2.69,2,0.359,3
31.07,10.81,4,0.105,0
49.54,1.41,2,0.232,3
196.49,1.94,1,0.057,1
23.59,16.13,2,0.061,0
37.33,17.22,3,0.063,0
23.44,0.54,1,0.052,2
19.99,1.31,1,0.029,2
190.59,1.71,2,0.039,1
28.11,1.02,2,0.019,2
194.88,0.2,2,0.071,1
35.59,3.81,2,0.331,3
37.39,4.07,2,0.346,3
155.42,2.09,1,0.082,1
222.71,2.02,4,0.015,1
39.07,12.28,2,0.156,0
30.48,1.19,1,0.063,2
44.5,3.23,2,0.289,3
21.04,1.75,1,0.019,2
33.34,13.24,4,0.044,0
32.27,11.23,2,0.088,0
21.37,0.65,2,0.033,2
36.24,2.38,2,0.293,3
206.1,0.75,1,0.011,1
189.11,1.57,2,0.023,1
40.08,2.13,2,0.523,3
36.31,10.85,2,0.12,0
227.74,2.94,2,0.0,1
172.68,2.23,2,0.038,1
47.46,14.04,3,0.145,0
192.26,2.84,2,0.087,1
249.2,1.96,2,0.069,1
187.58,1.52,1,0.007,1
34.75,9.22,3,0.152,0
47.95,1.25,1,0.405,3
22.89,1.5,3,0.362,3
48.06,2.67,2,0.393,3
33.78,1.58,1,0.0,2
236.04,2.3,2,0.024,1
55.82,3.31,2,0.416,3
32.44,10.42,3,0.152,0
22.39,10.52,3,0.056,0
28.1,11.94,2,0.098,0
223.65,1.52,2,0.013,1
233.38,2.03,2,0.043,1
38.22,10.55,3,0.083,0
32.6,2.45,2,0.383,3
7.24,1.13,1,0.025,2
35.46,2.48,2,0.419,3
212.11,1.67,2,0.003,1
32.57,1.05,1,0.0,2
197.73,2.02,2,0.012,1
159.89,2.02,2,0.095,1
33.04,13.7,2,0.164,0
259.25,1.48,1,0.088,1
211.87,2.08,2,0.021,1
37.32,3.4,2,0.574,3
196.12,1.04,1,0.101,1
30.22,11.73,3,0.081,0
44.9,2.94,2,0.28,3
21.44,1.0,1,0.0,2
27.0,14.62,3,0.173,0
183.67,1.99,2,0.067,1
39.57,1.24,1,0.031,2
207.39,2.87,1,0.018,1
47.73,3.22,2,0.344,3
201.28,2.0,2,0.037,1
46.8,12.58,4,0.128,0
54.68,2.16,3,0.38,3
28.56,0.9,1,0.009,2
28.58,14.3,4,0.131,0
243.23,2.18,2,0.046,1
44.49,15.71,2,0.116,0
43.9,12.13,3,0.046,0
27.96,12.85,3,0.141,0
37.67,10.82,3,0.207,0
27.3,10.81,2,0.082,0
240.09,1.96,2,0.04,1
195.4,0.88,2,0.071,1
47.57,12.35,4,0.127,0
25.13,11.27,3,0.134,0
39.13,3.67,2,0.362,3
39.33,3.77,3,0.351,3
209.04,1.26,2,0.038,1
51.73,2.94,2,0.297,3
25.78,12.58,2,0.128,0
20.18,0.82,2,0.007,2
39.47,10.53,4,0.096,0
46.1,2.52,2,0.436,3
24.95,3.66,2,0.417,3
55.79,3.38,1,0.244,3
35.72,2.57,3,0.298,3
26.99,0.92,1,0.0,2
20.19,1.42,1,0.0,2
29.13,1.25,2,0.05,2
41.46,10.91,1,0.103,2
219.53,1.62,1,0.064,1
24.97,12.28,3,0.093,0
56.72,1.68,1,0.276,3
40.63,9.95,3,0.101,0
200.85,1.66,3,0.097,1
245.67,1.66,2,0.029,1
222.35,2.41,3,0.069,1
59.91,1.66,2,0.415,3
23.09,1.06,1,0.044,2
179.09,1.19,2,0.121,1
68.0,2.12,2,0.305,3
42.79,3.88,2,0.325,3
32.39,3.04,2,0.427,3
66.66,2.02,2,0.474,3
46.22,3.91,2,0.419,3
20.83,0.2,1,0.009,2
33.15,13.34,3,0.087,0
144.37,1.13,1,0.004,1
33.64,1.46,1,0.0,2
30.06,1.44,2,0.0,2
23.08,1.5,1,0.013,2
16.08,0.77,1,0.042,2
26.94,8.38,3,0.073,0
46.43,10.29,3,0.109,0
173.58,1.87,3,0.036,1
38.74,13.45,3,0.013,0
45.51,13.56,2,0.119,0
156.02,1.87,3,0.092,1
60.23,2.75,1,0.215,2
14.0,15.11,3,0.094,0
29.08,4.29,2,0.179,3
41.63,2.44,2,0.357,3
30.03,13.53,3,0.108,0
204.2,3.38,3,0.021,1
28.4,3.42,1,0.329,3
20.82,1.78,1,0.022,2
44.12,2.76,2,0.492,3
225.15,1.89,2,0.095,1
22.96,0.55,1,0.031,2
57.82,2.5,2,0.421,3
41.2,14.62,3,0.085,0
197.51,3.12,2,0.051,1
33.29,11.53,2,0.11,0
45.56,3.02,2,0.406,3
32.6,11.34,3,0.098,0
39.74,12.82,4,0.066,0
48.75,1.65,1,0.401,3
36.11,2.59,2,0.368,3
23.27,11.58,3,0.138,0
28.58,2.84,2,0.435,3
20.2,0.22,1,0.03,2
50.16,3.33,1,0.45,3
201.84,2.66,1,0.013,1
33.75,10.53,4,0.03,0
169.43,0.41,2,0.103,1
236.93,2.46,2,0.073,1
221.06,1.5,2,0.0,1
39.14,10.1,3,0.172,0
60.55,3.01,1,0.348,3
231.89,2.85,2,0.087,1
26.41,0.97,1,0.037,2
226.37,2.05,2,0.093,1
20.36,2.81,2,0.42,3
30.26,0.85,1,0.008,2
35.54,12.24,3,0.099,0
38.23,9.73,5,0.118,0
33.87,4.27,3,0.074,0
43.04,12.35,3,0.075,0
20.08,0.64,1,0.0,2
21.54,1.44,1,0.017,2
152.81,2.24,2,0.035,1
143.2,2.07,1,0.031,1
25.1,11.94,3,0.114,0
164.44,0.81,2,0.06,1
30.33,9.23,2,0.142,0
171.8,1.48,3,0.085,1
40.99,2.11,3,0.246,3
188.98,1.63,1,0.054,1
31.45,1.66,1,0.338,3
24.05,0.53,2,0.046,2
25.12,4.57,2,0.307,3
53.66,3.03,3,0.439,3
70.95,2.92,3,0.371,3
227.57,2.29,2,0.001,1
33.34,15.12,4,0.051,0
60.93,2.89,2,0.405,3
39.13,2.59,2,0.339,3
194.97,1.39,2,0.087,1
58.78,3.51,3,0.361,3
202.45,1.9,2,0.044,1
44.13,3.36,3,0.41,3
223.8,1.45,2,0.046,1
31.82,8.21,4,0.051,0
37.56,2.8,1,0.392,3
188.24,1.93,2,0.032,1
36.06,2.5,1,0.388,3
15.8,1.42,1,0.014,2
24.66,13.65,3,0.031,0
37.62,16.53,3,0.099,0
24.24,3.43,1,0.271,3
50.01,3.17,2,0.41,3
23.96,0.68,1,0.0,2
26.17,15.4,4,0.191,0
45.42,2.9,2,0.258,3
246.01,2.68,2,0.061,1
189.63,2.66,3,0.023,1
211.65,3.24,3,0.054,1
29.55,2.71,2,0.374,3
214.53,2.42,2,0.02,1
39.38,10.75,3,0.13,0
27.48,10.28,3,0.187,0
38.14,12.02,3,0.083,0
23.91,0.64,1,0.011,2
47.4,2.12,3,0.391,3
35.46,12.18,4,0.07,0
23.35,1.07,2,0.006,2
203.01,1.15,2,0.099,1
32.97,7.35,3,0.096,0
208.26,2.19,2,0.066,1
61.52,3.49,3,0.386,3
46.19,2.11,2,0.262,3
179.5,1.6,1,0.078,1
20.66,10.65,2,0.023,0
53.1,1.9,2,0.345,3
24.28,8.87,4,0.172,0
32.69,14.51,4,0.074,0
52.24,3.82,2,0.236,3
53.0,3.36,3,0.384,3
41.37,6.44,2,0.18,3
197.32,1.5,2,0.022,1
46.28,3.8,2,0.429,3
38.6,13.12,3,0.12,0
42.78,8.17,2,0.06,0
213.7,2.33,3,0.101,1
36.43,13.64,2,0.132,0
207.87,1.99,2,0.072,1
18.38,1.21,1,0.035,2
24.69,12.24,4,0.076,0
33.98,14.45,3,0.083,0
191.02,1.51,2,0.088,1
159.16,2.58,3,0.003,1
164.9,2.0,2,0.051,1
38.25,14.46,2,0.055,0
31.95,1.99,3,0.275,3
60.67,3.58,1,0.357,3
40.72,10.04,3,0.103,0
34.36,12.11,2,0.087,0
47.88,2.85,1,0.375,3
41.82,1.98,2,0.495,3
44.84,3.34,1,0.503,3
24.03,7.56,2,0.075,0
26.49,0.72,1,0.049,2
29.78,2.79,2,0.255,3
210.51,2.31,3,0.024,1
197.32,1.68,1,0.029,1
33.26,10.97,3,0.101,0
52.48,5.71,2,0.271,3
26.94,11.56,2,0.096,0
188.23,2.23,2,0.07,1
20.32,1.58,1,0.037,2
204.65,1.4,1,0.105,1
24.6,16.18,5,0.127,0
30.84,12.3,3,0.13,0
188.57,2.04,2,0.008,1
37.13,3.43,2,0.307,3
213.81,1.38,2,0.038,1
44.97,11.39,2,0.117,0
189.18,2.21,2,0.089,1
26.0,1.04,1,0.0,2
170.95,1.86,3,0.029,1
27.69,0.87,1,0.036,2
222.79,1.16,3,0.05,1
43.82,14.12,3,0.09,0
37.08,2.44,2,0.332,3
41.73,3.83,3,0.346,3
31.48,6.01,3,0.127,0
31.6,3.59,2,0.417,3
30.73,4.97,2,0.338,3
43.02,15.71,2,0.123,0
26.15,1.04,1,0.0,2
47.07,2.33,2,0.396,3
45.2,3.1,2,0.385,3
183.27,1.61,2,0.0,1
38.43,15.34,3,0.007,0
204.22,1.79,3,0.016,1
35.33,0.45,2,0.037,2
26.01,14.92,3,0.057,0
26.26,1.53,1,0.027,2
34.85,1.17,1,0.04,2
37.71,14.26,2,0.078,0
42.35,2.5,2,0.271,3
42.24,3.69,2,0.36,3
52.93,2.39,2,0.37,3
207.8,1.72,3,0.077,1
37.44,2.31,3,0.322,3
161.57,3.0,2,0.025,1
31.35,1.31,1,0.031,2
28.71,12.16,2,0.111,0
46.27,2.61,2,0.376,3
37.67,3.21,2,0.449,3
34.31,13.43,3,0.073,0
186.68,3.02,1,0.02,1
22.35,0.78,1,0.008,2
147.54,1.96,2,0.016,1
214.5,2.48,2,0.002,1
217.92,2.96,2,0.025,1
208.25,2.54,1,0.093,1
43.29,8.69,2,0.158,0
23.04,0.96,1,0.021,2
22.73,0.98,1,0.029,2
210.76,1.04,2,0.05,1
251.62,1.93,2,0.039,1
34.6,1.57,3,0.261,3
58.74,3.75,1,0.347,3
38.93,3.48,2,0.135,2
51.44,9.94,2,0.128,0
167.15,1.69,2,0.008,1
27.45,0.2,1,0.012,2
44.35,3.22,2,0.201,3
218.65,2.03,2,0.027,1
214.37,3.01,2,0.031,1
170.4,3.02,2,0.06,1
220.34,1.46,1,0.098,1
35.33,9.55,2,0.144,0
18.96,1.57,1,0.027,2
30.61,0.96,1,0.004,2
172.98,1.42,2,0.0,1
205.89,2.06,2,0.046,1
39.6,17.28,2,0.076,0
25.7,1.68,1,0.0,2
35.25,13.2,3,0.057,0
35.21,9.44,2,0.13,0
36.52,12.76,2,0.095,0
171.48,2.32,2,0.052,1
27.97,14.9,3,0.069,0
62.52,2.31,3,0.349,3
29.61,11.5,3,0.107,0
33.21,15.15,3,0.082,0
51.94,3.09,2,0.403,3
44.58,3.7,2,0.338,3
31.69,3.06,2,0.288,3
26.67,1.38,1,0.054,2
194.95,1.95,2,0.037,1
158.36,1.25,1,0.04,1
35.9,1.91,2,0.0,2
48.83,3.05,2,0.4,3
36.69,11.43,3,0.126,0
46.97,12.28,2,0.066,0
40.94,3.08,1,0.508,3
60.46,2.88,2,0.451,3
41.97,2.25,2,0.271,3
241.2,1.24,3,0.049,1
40.72,18.5,3,0.07,0
43.41,2.44,2,0.404,3
136.66,2.87,2,0.091,1
54.55,3.44,3,0.417,3
45.53,9.49,3,0.093,0
44.04,4.07,2,0.384,3
42.81,4.1,2,0.358,3
29.13,12.74,3,0.1,0
53.52,3.18,1,0.453,3
51.38,3.74,2,0.318,3
32.33,12.18,4,0.155,0
56.23,4.08,2,0.213,3
43.62,12.38,4,0.147,0
30.28,1.23,1,0.048,2
51.05,11.28,2,0.098,0
20.74,11.48,5,0.088,0
180.32,2.22,2,0.053,1
240.81,1.76,2,0.046,1
225.41,2.89,2,0.041,1
196.15,2.98,2,0.026,1
